Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Lot plastique provenant de l'Usine A. Volume 110.9 L, poids 57.6 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique provenant 110 57 6kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchet en verre collecté via la collecte citoyenne. Poids lourd : 191.5 kg, volume 335.6 L. Très rigide, non conducteur, aspect légèrement translucide.",verre via citoyenne lourd 191 5kg 335 très rigide conducteur aspect légèrement translucide,0,Moyen
Déchets métalliques triés lors d'une collecte citoyenne. Poids 54.8 kg. Conductivité mesurée : 0.921. Matériau dense et résistant. Légère contamination observée.,déchets métalliques triés lors citoyenne 54 8kg conductivité mesurée 0 921 dense résistant légère contamination observée,1,Inconnu
"Lot de papier récupéré au centre de tri municipal. Poids léger de 19.1 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",papier récupéré centre tri municipal léger 19 1kg petit souple conducteur aspect indéterminée bon état général,0,Inconnu
"Déchets en verre identifiés provenant de l'Usine A. Poids 197.2 kg, volume 359.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés provenant 197 2kg 359 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Lot plastique à l'Usine A. Volume 22.4 L, poids 12.5 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique 22 12 5kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Lot métallique depuis le Centre de Tri. Poids 51.4 kg, volume 105.2 L. Conducteur, très rigide. Aspect très opaque. Traces d'humidité détectées.",métallique depuis centre tri 51 4kg 105 conducteur très rigide aspect très opaque trace humidité détectées,1,Inconnu
Lot de verre trié au centre de tri municipal. Masse 191.2 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.,verre trié centre tri municipal 191 2kg lourd extrêmement rigide aspect légèrement translucide acheminement prioritaire demandé,0,Moyen
"Lot plastique sans localisation enregistrée. Volume 56.9 L, poids 31.8 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique sans localisation enregistrée 56 31 8kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Emballages plastiques récupérés à l'Usine B. Masse 20.6 kg, volume 87.2 L. semi-rigide, non conducteur.",emballages plastique récupérés 20 6kg 87 semi rigide conducteur,0,Inconnu
"Emballages plastiques récupérés provenant de l'Usine A. Masse 36.3 kg, volume 92.1 L. semi-rigide, non conducteur.",emballages plastique récupérés provenant 36 3kg 92 semi rigide conducteur,0,Inconnu
"Déchet en verre collecté à l'Usine A. Poids lourd : 170.8 kg, volume 328.4 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 170 8kg 328 très rigide conducteur aspect légèrement translucide,0,Moyen
"Déchet en verre collecté à l'Usine A. Poids lourd : non mesuré kg, volume 276.3 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd mesuré 276 très rigide conducteur aspect légèrement translucide,0,Moyen
"Déchets en verre identifiés au Centre de Tri. Poids 204.5 kg, volume 421.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés centre tri 204 5kg 421 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Papier usagé au centre de tri municipal. Poids relevé : 15.2 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets.",papier usagé centre tri municipal relevé 15 2kg faible rigidité conducteur mélangé autres déchets,0,Inconnu
"Verre recyclable au Centre de Tri. Poids 134.2 kg, volume 267.2 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable centre tri 134 2kg 267 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Verre recyclable au centre de tri municipal. Poids 170.7 kg, volume 343.7 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable centre tri municipal 170 7kg 343 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Verre recyclable via la collecte citoyenne. Poids non mesuré kg, volume 350.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable via citoyenne mesuré 350 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 21.8 L, poids non mesuré kg. Texture semi-rigide, très opaque.",papier identifié depuis centre tri 21 mesuré texture semi rigide très opaque,0,Inconnu
"Déchet en verre collecté depuis l'Usine B. Poids lourd : 178.8 kg, volume 371.3 L. Très rigide, non conducteur, aspect indéterminée.",verre depuis lourd 178 8kg 371 très rigide conducteur aspect indéterminée,0,Inconnu
"Lot plastique via la collecte citoyenne. Volume 32.9 L, poids 43.6 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique via citoyenne 32 43 6kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
Lot de verre trié lors d'une collecte citoyenne. Masse 137.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.,verre trié lors citoyenne 137 8kg lourd extrêmement rigide aspect légèrement translucide acheminement prioritaire demandé,0,Moyen
"Déchets plastiques divers au centre de tri municipal. Poids estimé 30.8 kg. Opacité légèrement translucide, souplesse variable. Aucune anomalie signalée.",déchets plastique diver centre tri municipal 30 8kg opacité légèrement translucide souplesse variable aucune anomalie signalée,0,Moyen
"Déchet plastique collecté à l'Usine A. Poids non mesuré kg, volume 47.5 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique mesuré 47 rigidité semi rigide conducteur surface semi opaque,0,Inconnu
"Plastique de tri sélectif au centre de tri municipal. Masse 42.3 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée.",plastique tri sélectif centre tri municipal 42 3kg semi rigide faible conductivité aucune anomalie signalée,0,Inconnu
"Matériau inconnu en provenance de l'Usine A. Poids 8.3 kg, volume 28.2 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu 8 3kg 28 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Collecte de déchets papier à l'emplacement non spécifié. Masse 16.3 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier emplacement spécifié 16 3kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Déchet non catégorisé collecté depuis le Centre de Tri. Poids 15.4 kg, volume 52.1 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",catégorisé depuis centre tri 15 4kg 52 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 179.3 kg, volume 347.4 L. Très rigide, non conducteur, aspect légèrement translucide.",verre provenant lourd 179 3kg 347 très rigide conducteur aspect légèrement translucide,0,Moyen
"Plastique de tri sélectif en provenance de l'Usine A. Masse 21.9 kg. Matériau semi-rigide, faible conductivité. Légère contamination observée.",plastique tri sélectif 21 9kg semi rigide faible conductivité légère contamination observée,1,Inconnu
"Papier usagé en provenance de l'Usine A. Poids relevé : 5.7 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé relevé 5 7kg faible rigidité conducteur conditionnement conforme protocole,0,Inconnu
"Feuilles et cartons collectés en provenance de l'Usine A. Masse totale 10.0 kg. Matériau léger, souple et opaque. Traces d'humidité détectées.",feuilles carton totale 10 0kg léger souple opaque trace humidité détectées,1,Inconnu
"Bris de verre ou contenants à l'Usine B. Masse 193.8 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris verre contenants 193 8kg dense rigidité élevée transparence partielle trace humidité détectées,1,Moyen
Déchet inclassifiable détecté à l'Usine A. Masse estimée 22.8 kg. Agent de tri recommande contrôle visuel supplémentaire. Traces d'humidité détectées.,inclassifiable détecté 22 8kg agent tri recommande contrôle visuel supplémentaire trace humidité détectées,1,Inconnu
"Verre recyclable depuis le Centre de Tri. Poids 175.0 kg, volume 333.5 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis centre tri 175 0kg 333 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Ferraille ou métal collecté depuis le Centre de Tri. Masse non mesuré kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal depuis centre tri mesuré haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Lot de papier récupéré depuis l'Usine B. Poids léger de 15.8 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré depuis léger 15 8kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Métal de récupération à l'Usine A. Masse 58.1 kg. Forte conductivité (0.807), rigidité élevée. Bonne valeur marchande.",métal récupération 58 1kg forte conductivité 0 807 rigidité élevée bonne valeur marchande,0,Inconnu
"Lot de verre trié depuis le Centre de Tri. Masse 160.9 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. État dégradé, recyclage partiel possible.",verre trié depuis centre tri 160 9kg lourd rigidité mesurée aspect légèrement translucide état dégradé recyclage partiel possible,0,Moyen
"Plastique de tri sélectif à l'Usine B. Masse 31.0 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée.",plastique tri sélectif 31 0kg semi rigide faible conductivité aucune anomalie signalée,0,Inconnu
"Collecte de déchets papier depuis le Centre de Tri. Masse 13.1 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier depuis centre tri 13 1kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Verre recyclable dans un site non renseigné. Poids 185.1 kg, volume 370.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 185 1kg 370 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Matériau inconnu en provenance de l'Usine B. Poids 22.9 kg, volume non mesuré L. Propriétés mixtes. Orientation vers tri manuel.",inconnu 22 9kg mesuré propriétés mixtes orientation vers tri manuel,0,Inconnu
"Déchets plastiques divers lors d'une collecte citoyenne. Poids estimé 7.5 kg. Opacité indéterminée, souplesse variable. Volume surestimé, vérification recommandée.",déchets plastique diver lors citoyenne 7 5kg opacité indéterminée souplesse variable surestimé vérification recommandée,0,Inconnu
"Matériau inconnu via la collecte citoyenne. Poids 64.3 kg, volume 135.3 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu via citoyenne 64 3kg 135 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Verre recyclable à l'Usine A. Poids 152.8 kg, volume 325.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 152 8kg 325 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Lot plastique via la collecte citoyenne. Volume 58.7 L, poids 38.8 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique via citoyenne 58 38 8kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
Déchet inclassifiable détecté depuis l'Usine B. Masse estimée 19.5 kg. Agent de tri recommande contrôle visuel supplémentaire. Acheminement prioritaire demandé.,inclassifiable détecté depuis 19 5kg agent tri recommande contrôle visuel supplémentaire acheminement prioritaire demandé,0,Inconnu
"Papier usagé depuis le Centre de Tri. Poids relevé : 21.6 kg. Faible rigidité, non conducteur. Lot conforme aux standards de tri.",papier usagé depuis centre tri relevé 21 6kg faible rigidité conducteur conforme standard tri,0,Inconnu
Déchets métalliques triés au Centre de Tri. Poids 66.1 kg. Conductivité mesurée : 0.904. Matériau dense et résistant. Conditionnement non conforme au protocole.,déchets métalliques triés centre tri 66 1kg conductivité mesurée 0 904 dense résistant conditionnement conforme protocole,0,Inconnu
